Ground truth,Visualization,Color image,mv_all_bg_label_disagrees,label_all_bg_pred_disagrees,label_all_bg_pred_agrees,strong_agreement,difficult_situations,lanes_swapped,crossing
data/bdd/bdd100k_dataset_321x185/val/labels/b1ceb32e-51852abe.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1ceb32e-51852abe.png,data/bdd/bdd100k_dataset_321x185/val/images/b1ceb32e-51852abe.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1ceb32e-813f84b2.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1ceb32e-813f84b2.png,data/bdd/bdd100k_dataset_321x185/val/images/b1ceb32e-813f84b2.png,0,0,0,1,0,0,1
data/bdd/bdd100k_dataset_321x185/val/labels/b1ceb32e-a106591d.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1ceb32e-a106591d.png,data/bdd/bdd100k_dataset_321x185/val/images/b1ceb32e-a106591d.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1cebfb7-284f5117.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1cebfb7-284f5117.png,data/bdd/bdd100k_dataset_321x185/val/images/b1cebfb7-284f5117.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d0091f-75824d0d.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d0091f-75824d0d.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d0091f-75824d0d.png,0,0,0,0,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d0091f-f2c2d2ae.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d0091f-f2c2d2ae.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d0091f-f2c2d2ae.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d0a191-03dcecc2.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d0a191-03dcecc2.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d0a191-03dcecc2.png,0,0,0,0,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d0a191-06deb55d.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d0a191-06deb55d.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d0a191-06deb55d.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d0a191-28f0e779.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d0a191-28f0e779.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d0a191-28f0e779.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d0a191-2ed2269e.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d0a191-2ed2269e.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d0a191-2ed2269e.png,0,0,0,0,0,1,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d0a191-5490450b.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d0a191-5490450b.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d0a191-5490450b.png,0,0,0,0,0,0,1
data/bdd/bdd100k_dataset_321x185/val/labels/b1d0a191-65deaeef.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d0a191-65deaeef.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d0a191-65deaeef.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d0a191-de8948f6.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d0a191-de8948f6.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d0a191-de8948f6.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d10d08-5b108225.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d10d08-5b108225.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d10d08-5b108225.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d10d08-743fd86c.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d10d08-743fd86c.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d10d08-743fd86c.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d10d08-c35503b8.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d10d08-c35503b8.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d10d08-c35503b8.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d10d08-da110fcb.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d10d08-da110fcb.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d10d08-da110fcb.png,0,0,0,0,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d10d08-ec660956.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d10d08-ec660956.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d10d08-ec660956.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d22449-117aa773.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d22449-117aa773.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d22449-117aa773.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d22449-15fb948f.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d22449-15fb948f.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d22449-15fb948f.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d22ed6-f1cac061.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d22ed6-f1cac061.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d22ed6-f1cac061.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d3907b-2278601b.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d3907b-2278601b.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d3907b-2278601b.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d4b62c-60aab822.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d4b62c-60aab822.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d4b62c-60aab822.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d4b62c-89eeb5d3.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d4b62c-89eeb5d3.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d4b62c-89eeb5d3.png,0,0,0,0,0,0,1
data/bdd/bdd100k_dataset_321x185/val/labels/b1d4b62c-d9805029.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d4b62c-d9805029.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d4b62c-d9805029.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d59b1f-a38aec79.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d59b1f-a38aec79.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d59b1f-a38aec79.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d7b3ac-0bdb47dc.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d7b3ac-0bdb47dc.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d7b3ac-0bdb47dc.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d7b3ac-2a92e19f.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d7b3ac-2a92e19f.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d7b3ac-2a92e19f.png,0,0,0,1,0,0,1
data/bdd/bdd100k_dataset_321x185/val/labels/b1d7b3ac-36f2d3b7.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d7b3ac-36f2d3b7.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d7b3ac-36f2d3b7.png,0,0,0,1,0,0,1
data/bdd/bdd100k_dataset_321x185/val/labels/b1d7b3ac-5744370e.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d7b3ac-5744370e.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d7b3ac-5744370e.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d7b3ac-5af8623b.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d7b3ac-5af8623b.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d7b3ac-5af8623b.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d7b3ac-995f9d8a.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d7b3ac-995f9d8a.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d7b3ac-995f9d8a.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d7b3ac-9e14f05f.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d7b3ac-9e14f05f.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d7b3ac-9e14f05f.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d7b3ac-afa57f22.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d7b3ac-afa57f22.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d7b3ac-afa57f22.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d8735d-eee9f184.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d8735d-eee9f184.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d8735d-eee9f184.png,0,0,0,0,1,1,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d968b9-563405f4.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d968b9-563405f4.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d968b9-563405f4.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d968b9-ce42734f.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d968b9-ce42734f.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d968b9-ce42734f.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d971b4-ac67ca0d.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d971b4-ac67ca0d.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d971b4-ac67ca0d.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1d9e136-6c94ea3f.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d9e136-6c94ea3f.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d9e136-6c94ea3f.png,0,0,0,1,0,0,1
data/bdd/bdd100k_dataset_321x185/val/labels/b1d9e136-9ab25cb3.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1d9e136-9ab25cb3.png,data/bdd/bdd100k_dataset_321x185/val/images/b1d9e136-9ab25cb3.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1da9c53-0f3d4c5d.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1da9c53-0f3d4c5d.png,data/bdd/bdd100k_dataset_321x185/val/images/b1da9c53-0f3d4c5d.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1dac7f7-6b2e0382.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1dac7f7-6b2e0382.png,data/bdd/bdd100k_dataset_321x185/val/images/b1dac7f7-6b2e0382.png,0,0,0,0,1,1,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1db7e22-cfa74dc3.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1db7e22-cfa74dc3.png,data/bdd/bdd100k_dataset_321x185/val/images/b1db7e22-cfa74dc3.png,0,0,0,0,0,1,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1dce572-c6a8cb5e.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1dce572-c6a8cb5e.png,data/bdd/bdd100k_dataset_321x185/val/images/b1dce572-c6a8cb5e.png,0,0,0,1,0,0,1
data/bdd/bdd100k_dataset_321x185/val/labels/b1dd58c1-8b546ba7.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1dd58c1-8b546ba7.png,data/bdd/bdd100k_dataset_321x185/val/images/b1dd58c1-8b546ba7.png,0,0,0,1,0,0,1
data/bdd/bdd100k_dataset_321x185/val/labels/b1df722f-57d21f3f.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1df722f-57d21f3f.png,data/bdd/bdd100k_dataset_321x185/val/images/b1df722f-57d21f3f.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1df722f-5bcc3db7.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1df722f-5bcc3db7.png,data/bdd/bdd100k_dataset_321x185/val/images/b1df722f-5bcc3db7.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1e0c01d-dd9e6e2f.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1e0c01d-dd9e6e2f.png,data/bdd/bdd100k_dataset_321x185/val/images/b1e0c01d-dd9e6e2f.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1e1a7b8-0aec80e8.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1e1a7b8-0aec80e8.png,data/bdd/bdd100k_dataset_321x185/val/images/b1e1a7b8-0aec80e8.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1e1a7b8-65ec7612.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1e1a7b8-65ec7612.png,data/bdd/bdd100k_dataset_321x185/val/images/b1e1a7b8-65ec7612.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1e1a7b8-a7426a97.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1e1a7b8-a7426a97.png,data/bdd/bdd100k_dataset_321x185/val/images/b1e1a7b8-a7426a97.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1e1a7b8-b397c445.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1e1a7b8-b397c445.png,data/bdd/bdd100k_dataset_321x185/val/images/b1e1a7b8-b397c445.png,0,0,0,1,1,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1e2346e-c5f98707.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1e2346e-c5f98707.png,data/bdd/bdd100k_dataset_321x185/val/images/b1e2346e-c5f98707.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1e3e9f5-92377424.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1e3e9f5-92377424.png,data/bdd/bdd100k_dataset_321x185/val/images/b1e3e9f5-92377424.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1e62c91-eca210a9.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1e62c91-eca210a9.png,data/bdd/bdd100k_dataset_321x185/val/images/b1e62c91-eca210a9.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1e6efc0-2552cc5d.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1e6efc0-2552cc5d.png,data/bdd/bdd100k_dataset_321x185/val/images/b1e6efc0-2552cc5d.png,0,0,0,0,0,1,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1e88fd2-c1e4fd2b.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1e88fd2-c1e4fd2b.png,data/bdd/bdd100k_dataset_321x185/val/images/b1e88fd2-c1e4fd2b.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1e8ad72-c3c79240.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1e8ad72-c3c79240.png,data/bdd/bdd100k_dataset_321x185/val/images/b1e8ad72-c3c79240.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1e9ee0e-67e26f2e.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1e9ee0e-67e26f2e.png,data/bdd/bdd100k_dataset_321x185/val/images/b1e9ee0e-67e26f2e.png,0,0,0,1,0,0,1
data/bdd/bdd100k_dataset_321x185/val/labels/b1ea0ae4-4f770228.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1ea0ae4-4f770228.png,data/bdd/bdd100k_dataset_321x185/val/images/b1ea0ae4-4f770228.png,0,0,0,0,1,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1eb9133-5cc75c18.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1eb9133-5cc75c18.png,data/bdd/bdd100k_dataset_321x185/val/images/b1eb9133-5cc75c18.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1ebfc3c-740ec84a.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1ebfc3c-740ec84a.png,data/bdd/bdd100k_dataset_321x185/val/images/b1ebfc3c-740ec84a.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1ebfc3c-cc9c2bb8.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1ebfc3c-cc9c2bb8.png,data/bdd/bdd100k_dataset_321x185/val/images/b1ebfc3c-cc9c2bb8.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1ee702d-0ae1fc10.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1ee702d-0ae1fc10.png,data/bdd/bdd100k_dataset_321x185/val/images/b1ee702d-0ae1fc10.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1ee702d-4a193906.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1ee702d-4a193906.png,data/bdd/bdd100k_dataset_321x185/val/images/b1ee702d-4a193906.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1ee702d-525fcebf.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1ee702d-525fcebf.png,data/bdd/bdd100k_dataset_321x185/val/images/b1ee702d-525fcebf.png,0,0,0,1,0,0,1
data/bdd/bdd100k_dataset_321x185/val/labels/b1f022d3-3774de8b.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1f022d3-3774de8b.png,data/bdd/bdd100k_dataset_321x185/val/images/b1f022d3-3774de8b.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1f022d3-45162c67.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1f022d3-45162c67.png,data/bdd/bdd100k_dataset_321x185/val/images/b1f022d3-45162c67.png,0,0,0,0,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1f0efd9-37a14dda.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1f0efd9-37a14dda.png,data/bdd/bdd100k_dataset_321x185/val/images/b1f0efd9-37a14dda.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1f0efd9-e900c6e5.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1f0efd9-e900c6e5.png,data/bdd/bdd100k_dataset_321x185/val/images/b1f0efd9-e900c6e5.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1f20aa0-3401c3bf.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1f20aa0-3401c3bf.png,data/bdd/bdd100k_dataset_321x185/val/images/b1f20aa0-3401c3bf.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1f20aa0-50213047.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1f20aa0-50213047.png,data/bdd/bdd100k_dataset_321x185/val/images/b1f20aa0-50213047.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1f20aa0-6ef1db42.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1f20aa0-6ef1db42.png,data/bdd/bdd100k_dataset_321x185/val/images/b1f20aa0-6ef1db42.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1f25ff6-1ddb7e43.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1f25ff6-1ddb7e43.png,data/bdd/bdd100k_dataset_321x185/val/images/b1f25ff6-1ddb7e43.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1f4491b-07b32e8c.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1f4491b-07b32e8c.png,data/bdd/bdd100k_dataset_321x185/val/images/b1f4491b-07b32e8c.png,0,0,0,0,1,1,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1f4491b-09593e90.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1f4491b-09593e90.png,data/bdd/bdd100k_dataset_321x185/val/images/b1f4491b-09593e90.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1f4491b-16256d7c.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1f4491b-16256d7c.png,data/bdd/bdd100k_dataset_321x185/val/images/b1f4491b-16256d7c.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1f4491b-33824f31.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1f4491b-33824f31.png,data/bdd/bdd100k_dataset_321x185/val/images/b1f4491b-33824f31.png,0,0,0,0,1,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1f4491b-846d8cb2.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1f4491b-846d8cb2.png,data/bdd/bdd100k_dataset_321x185/val/images/b1f4491b-846d8cb2.png,0,0,0,0,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1f4491b-97465266.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1f4491b-97465266.png,data/bdd/bdd100k_dataset_321x185/val/images/b1f4491b-97465266.png,0,1,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1f4491b-9958bd99.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1f4491b-9958bd99.png,data/bdd/bdd100k_dataset_321x185/val/images/b1f4491b-9958bd99.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1f4491b-bf7d513f.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1f4491b-bf7d513f.png,data/bdd/bdd100k_dataset_321x185/val/images/b1f4491b-bf7d513f.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1f4491b-cf446195.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1f4491b-cf446195.png,data/bdd/bdd100k_dataset_321x185/val/images/b1f4491b-cf446195.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1f4491b-d8d1459c.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1f4491b-d8d1459c.png,data/bdd/bdd100k_dataset_321x185/val/images/b1f4491b-d8d1459c.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1f4491b-dd8dfed5.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1f4491b-dd8dfed5.png,data/bdd/bdd100k_dataset_321x185/val/images/b1f4491b-dd8dfed5.png,0,0,0,0,1,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b1f62c41-ed0c6521.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b1f62c41-ed0c6521.png,data/bdd/bdd100k_dataset_321x185/val/images/b1f62c41-ed0c6521.png,0,0,0,1,0,0,1
